address,count,symbol
0x107285260,6,AppViewModel.standardizedPath(_:) (in Agent Deck.debug.dylib) (AppViewModel.swift:3979)
0x10775c994,6,closure #1 in closure #1 in PiAgentSessionRow.body.getter (in Agent Deck.debug.dylib) (PiAgentSessionListViews.swift:214)
0x107a7a1e0,6,closure #1 in closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (PiAgentViews.swift:1170)
0x107ae3784,6,partial apply for closure #1 in closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107a79a34,6,closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (PiAgentViews.swift:1169)
0x107a41c4c,6,closure #1 in PiAgentTranscriptRenderCache.scheduleUpdate(sessionID:revision:rawEntries:) (in Agent Deck.debug.dylib) (PiAgentViews.swift:102)
0x107a41f45,6,partial apply for closure #1 in PiAgentTranscriptRenderCache.scheduleUpdate(sessionID:revision:rawEntries:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107a88aac,6,protocol witness for View.body.getter in conformance PiAgentScreen (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1072046dc,6,AppViewModel.piAgentPendingComposerText.setter (in Agent Deck.debug.dylib) (AppViewModel.swift:0)
0x10723b610,6,AppViewModel.consumePendingPiAgentComposerText() (in Agent Deck.debug.dylib) (AppViewModel.swift:1350)
0x107a90f38,6,PiAgentComposerPanel.loadComposerDraft(for:) (in Agent Deck.debug.dylib) (PiAgentViews.swift:1868)
0x107a91d14,6,closure #8 in PiAgentComposerPanel.body.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:1734)
0x10798ba5c,6,partial apply for closure #1 in static PiAgentTranscriptActivity.make(from:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
